fuel,km_drove,location,model,owner,price,url
Petrol,12000 ,Ahmedabad,Hyundai Creta 1.6 SX+ Petrol 2018,First Owner,1125000,https://droom.in/product/hyundai-creta-16-sx-petrol-2018-5ed225c3c76d4b2c6d8b456b
Petrol,39295 ,Delhi,Hyundai Eon ERA PLUS 2015,First Owner,235000,https://droom.in/product/hyundai-eon-era-plus-2015-5ed21609cb865dcb088b4582
Petrol,21000 ,Delhi,Datsun Redi-GO T 2018,First Owner,301000,https://droom.in/product/datsun-redi-go-t-2018-5ed20c3142724b7d068b4581
Diesel,74000 ,Delhi,Mahindra Scorpio VLX 2WD 2014,First Owner,600000,https://droom.in/product/mahindra-scorpio-vlx-2wd-2014-5ed20bcd21865da2098b458f
Diesel,46000 ,Delhi,Maruti Suzuki Ertiga VDi 2014,First Owner,545000,https://droom.in/product/maruti-suzuki-ertiga-vdi-2014-5ed20af7c76d4b06608b45a1
Petrol,86000 ,Muktsar,Honda City 1.5 S MT 2009,First Owner,350000,https://droom.in/product/honda-city-15-s-mt-2009-5ed2082d5380ad520a8b4585
Petrol,39000 ,Delhi,Maruti Suzuki Alto K10 VXI (O) 2015,First Owner,265000,https://droom.in/product/maruti-suzuki-alto-k10-vxi-o-2015-5ed1f90ecb865d96068b4567
Petrol,39000 ,Delhi,Maruti Suzuki Alto K10 VXI (O) 2015,First Owner,265000,https://droom.in/product/maruti-suzuki-alto-k10-vxi-o-2015-5ed1f90ecb865d96068b4567
Petrol + Cng,63000 ,Delhi,Maruti Suzuki Wagon R LXi CNG 2011,Second Owner,225000,https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2011-5ed1f8b6cb865d8c068b4568
Petrol,40000 ,Bangalore,Ford Fiesta TITANIUM PLUS PETROL AT 2012,First Owner,495000,https://droom.in/product/ford-fiesta-titanium-plus-petrol-at-2012-5ed1ef0d5380addf088b4567
Diesel,50000 ,Delhi,Hyundai Creta 1.6 SX Opt Diesel 2015,First Owner,935000,https://droom.in/product/hyundai-creta-16-sx-opt-diesel-2015-5ed0e697d480ad3b088b4567
Petrol,30000 ,Delhi,Maruti Suzuki Zen Estilo VXI BS IV 2013,First Owner,250000,https://droom.in/product/maruti-suzuki-zen-estilo-vxi-bs-iv-2013-5ed0de8037f4acc002289ef6
Petrol,12000 ,Delhi,Maruti Suzuki Ertiga VXi 2019,First Owner,960000,https://droom.in/product/maruti-suzuki-ertiga-vxi-2019-5ed0de4dd480ad74068b4571
Diesel,35000 ,Ghaziabad,Maruti Suzuki Vitara Brezza LDi Opt 2017,First Owner,690000,https://droom.in/product/maruti-suzuki-vitara-brezza-ldi-opt-2017-5ed0d64a48865d1f098b4567
Diesel,65000 ,Delhi,Maruti Suzuki ERTIGA VDI BS-IV 2012,First Owner,465000,https://droom.in/product/maruti-suzuki-ertiga-vdi-bs-iv-2012-5ed0d59311f4ac450b8b4578
Diesel,81000 ,Ajmer,Maruti Suzuki Ertiga VDi 2012,First Owner,550000,https://droom.in/product/maruti-suzuki-ertiga-vdi-2012-5ed0cdf7c7865dc5098b4569
Petrol,41031 ,Ajmer,Maruti Suzuki Alto LXi 2011,First Owner,200000,https://droom.in/product/maruti-suzuki-alto-lxi-2011-5ed0cd4166865d68078b456c
Petrol,39000 ,Ajmer,Maruti Suzuki Alto 800 LXi 2016,First Owner,300000,https://droom.in/product/maruti-suzuki-alto-800-lxi-2016-5ed0cbe524724b3d078b456c
Petrol,28907 ,Ghaziabad,Hyundai Grand i10 Magna 1.2 Kappa VTVT 2016,First Owner,399000,https://droom.in/product/hyundai-grand-i10-magna-12-kappa-vtvt-2016-5ed0c58ec28a5d520d8b456b
Petrol,70555 ,Jodhpur,Hyundai i10 Era 2012,Second Owner,250000,https://droom.in/product/hyundai-i10-era-2012-5ed0af3440865db1068b456a
Diesel,62001 ,Jodhpur,Honda Amaze 1.5 SX i-DTEC 2015,First Owner,450000,https://droom.in/product/honda-amaze-15-sx-i-dtec-2015-5ed0af3426875d07158b456d
Petrol,40000 ,Bangalore,Maruti Suzuki Eeco 5 STR AC 2014,First Owner,335000,https://droom.in/product/maruti-suzuki-eeco-5-str-ac-2014-5ed0abbe37f4ac426c289ef1
Diesel,74000 ,Mumbai,Toyota Etios GD SP 2013,First Owner,399999,https://droom.in/product/toyota-etios-gd-sp-2013-5f03119cdaa74cf127237990
Diesel,80000 ,Mumbai,Maruti Suzuki Swift DZire VDi 2012,First Owner,350000,https://droom.in/product/maruti-suzuki-swift-dzire-vdi-2012-5f03116ca3865d7e297476c4
Petrol,60000 ,Mumbai,Maruti Suzuki Alto LXi BS-IV 2010,Second Owner,130000,https://droom.in/product/maruti-suzuki-alto-lxi-bs-iv-2010-5f03112ac3714bb90b8636d0
Petrol,29000 ,Delhi,Hyundai Elite i20 Sportz 1.2 Opt 2015,First Owner,525000,https://droom.in/product/hyundai-elite-i20-sportz-12-opt-2015-5f0302ed5080ad701674765e
Petrol,43000 ,Delhi,Toyota Corolla Altis G AT Petrol 2017,First Owner,1275000,https://droom.in/product/toyota-corolla-altis-g-at-petrol-2017-5f02f9f5d2f3ac6d0a882ff8
Diesel,36913 ,Jaipur,Maruti Suzuki Ertiga ZDi SHVS 2017,First Owner,950000,https://droom.in/product/maruti-suzuki-ertiga-zdi-shvs-2017-5f02f99fe56d4b83091a1159
Diesel,59727 ,Jaipur,Tata Bolt XE Diesel 2017,First Owner,490000,https://droom.in/product/tata-bolt-xe-diesel-2017-5f02f83ae56d4b40091a1165
Petrol,33379 ,Jaipur,Hyundai Grand i10 Sportz 1.2 Kappa VTVT 2014,First Owner,440000,https://droom.in/product/hyundai-grand-i10-sportz-12-kappa-vtvt-2014-5f02f517daa74c351b2379c4
Diesel,52890 ,Jaipur,Tata Safari 4X2 EX 2011,Second Owner,575000,https://droom.in/product/tata-safari-4x2-ex-2011-5f02f41fd2f3ace608883039
Diesel,89127 ,Jaipur,Renault Duster 110 PS RXZ 2014,First Owner,590000,https://droom.in/product/renault-duster-110-ps-rxz-2014-5f02f3905080ad181474769d
Diesel,56676 ,Jaipur,Honda Amaze 1.5 S i-DTEC 2016,First Owner,575000,https://droom.in/product/honda-amaze-15-s-i-dtec-2016-5f02f2d4d2f3ac8b09882ff7
Petrol,60413 ,Jaipur,Hyundai Elite i20 Sportz 1.2 2018,First Owner,610000,https://droom.in/product/hyundai-elite-i20-sportz-12-2018-5f02f1c15080adf614747659
Diesel,73809 ,Jaipur,Mahindra XUV500 W10 2018,First Owner,1390000,https://droom.in/product/mahindra-xuv500-w10-2018-5f02ef8ae56d4b62081a1152
Diesel,49810 ,Jaipur,Maruti Suzuki Ertiga VDI BS-IV 2015,First Owner,690000,https://droom.in/product/maruti-suzuki-ertiga-vdi-bs-iv-2015-5f02eef6e56d4b83078b4574
Petrol,16378 ,Jaipur,Hyundai Elite i20 Magna Executive 1.2 2019,First Owner,595000,https://droom.in/product/hyundai-elite-i20-magna-executive-12-2019-5f02ee61c3714bef068b4582
Petrol,30800 ,Thane,Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT 2016,First Owner,525000,https://droom.in/product/hyundai-grand-i10-asta-at-12-kappa-vtvt-2016-5eff202abe714bf4068b456e
Petrol,38000 ,Thane,Honda Brio S MT 2012,First Owner,265000,https://droom.in/product/honda-brio-s-mt-2012-5eff1f4766724b7f068b456a
Petrol,42000 ,Thane,Hyundai i20 Asta (O) 1.2 2013,First Owner,375000,https://droom.in/product/hyundai-i20-asta-o-12-2013-5eff1ea9daa74c1c561dbf86
Petrol,29000 ,Delhi,Volkswagen Polo GT TSI 2017,First Owner,750000,https://droom.in/product/volkswagen-polo-gt-tsi-2017-5eff01d224f0cec30a89b9da
Petrol,51000 ,Ghaziabad,Hyundai i10 Era 2011,First Owner,200000,https://droom.in/product/hyundai-i10-era-2011-5efeda74a96e4bea068b456a
Petrol,53000 ,Ghaziabad,Honda Brio E MT 2013,First Owner,275000,https://droom.in/product/honda-brio-e-mt-2013-5efed791a28a5dbe068b456b
Diesel,71000 ,Ghaziabad,Honda Amaze 1.5 VX i-DTEC 2013,First Owner,385000,https://droom.in/product/honda-amaze-15-vx-i-dtec-2013-5efed6bfa96e4bc7068b4567
Petrol,53000 ,Ghaziabad,Maruti Suzuki Wagon R VXi 2009,First Owner,165000,https://droom.in/product/maruti-suzuki-wagon-r-vxi-2009-5efed5caa26d4ba80960955d
Petrol,60000 ,Ghaziabad,Honda City 1.5 V MT 2014,First Owner,600000,https://droom.in/product/honda-city-15-v-mt-2014-5efed43564865d3708cc422d
Petrol,800 ,Ghaziabad,Hyundai Grand i10 Magna AT 1.2 Kappa VTVT 2018,First Owner,600000,https://droom.in/product/hyundai-grand-i10-magna-at-12-kappa-vtvt-2018-5efed0d264865d0408cc422d
Petrol,100000 ,Delhi,Honda Accord 2.4 AT 2013,First Owner,650000,https://droom.in/product/honda-accord-24-at-2013-5f0958ec08875d0410f9db75
Diesel,80000 ,Delhi,Ford EcoSport Titanium 1.5L TDCi 2014,First Owner,475000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2014-5f095896f880ad5d11820b8a
Diesel,87522 ,Delhi,Hyundai Verna FLUIDIC 1.6 SX CRDI 2014,First Owner,515000,https://droom.in/product/hyundai-verna-fluidic-16-sx-crdi-2014-5f09588508875d6110f9db72
Petrol,80795 ,Delhi,Skoda Fabia ELEGANCE 1.2 MPI 2011,First Owner,235000,https://droom.in/product/skoda-fabia-elegance-12-mpi-2011-5f09587108875dfe0df9dbc8
Petrol,74000 ,Delhi,Honda CR-V 2.4L 4WD AT 2015,First Owner,1300000,https://droom.in/product/honda-cr-v-24l-4wd-at-2015-5ee09b3fc66d4b07078b45d7
Diesel,42000 ,Delhi,Volkswagen Vento 1.5 TDI Highline 2016,First Owner,675000,https://droom.in/product/volkswagen-vento-15-tdi-highline-2016-5ee09096628a5dbd0a8b4575
Diesel,22000 ,Delhi,Maruti Suzuki Swift ZDi 2018,First Owner,740000,https://droom.in/product/maruti-suzuki-swift-zdi-2018-5ee08f5c628a5da00a8b4572
Diesel,115000 ,Pune,Toyota Innova 2.5 G 2005,Second Owner,395000,https://droom.in/product/toyota-innova-25-g-2005-5ee08247676e4b76078b457e
Diesel,175000 ,Pune,Toyota Fortuner 3.0 4X4 MT 2010,Third Owner,1050000,https://droom.in/product/toyota-fortuner-30-4x4-mt-2010-5ee08109daa74ce872f29a66
Petrol,85000 ,Pune,Hyundai i20 Magna 1.2 2014,First Owner,385000,https://droom.in/product/hyundai-i20-magna-12-2014-5ee07ec8628a5da6098b456c
Diesel,110000 ,Pune,Hyundai i20 Magna 1.4 CRDi 2009,First Owner,235000,https://droom.in/product/hyundai-i20-magna-14-crdi-2009-5ee07db8886e4b01078b4568
Diesel,31000 ,Delhi,Toyota Innova Crysta 2.8 Z AT 7 STR 2016,First Owner,1850000,https://droom.in/product/toyota-innova-crysta-28-z-at-7-str-2016-5ee076663080adda078b45f2
Diesel,70000 ,Pune,Maruti Suzuki Swift VDi 2011,First Owner,350000,https://droom.in/product/maruti-suzuki-swift-vdi-2011-5ee0757c628a5dd0088b4570
Petrol,23000 ,Delhi,Maruti Suzuki Baleno Zeta 1.2 2017,First Owner,675000,https://droom.in/product/maruti-suzuki-baleno-zeta-12-2017-5ee0742d3080adf3078b45b0
Petrol + Cng,78000 ,Pune,Maruti Suzuki Wagon R LXi CNG 2013,First Owner,300000,https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2013-5ee073bcdaa74cc76ef29a3f
Petrol,60000 ,Pune,Honda Brio V MT 2013,Second Owner,300000,https://droom.in/product/honda-brio-v-mt-2013-5ee072fb3080ada4088b456a
Diesel,69000 ,Pune,Maruti Suzuki Ertiga VDi 2012,First Owner,550000,https://droom.in/product/maruti-suzuki-ertiga-vdi-2012-5ee0702c3080adc1068b45b9
Diesel,46000 ,Pune,Maruti Suzuki Swift VDi BS IV 2016,First Owner,617000,https://droom.in/product/maruti-suzuki-swift-vdi-bs-iv-2016-5ee06d55016e4b13078b458f
Diesel,100000 ,Pune,Maruti Suzuki Swift VDi BS IV 2016,First Owner,570000,https://droom.in/product/maruti-suzuki-swift-vdi-bs-iv-2016-5ee0628b628a5d81068b4567
Diesel,120000 ,Pune,Toyota Innova 2.5 V 8 STR 2013,First Owner,801000,https://droom.in/product/toyota-innova-25-v-8-str-2013-5ee06136daa74caa68f29a21
Diesel,55000 ,Dirba,Maruti Suzuki Swift Dzire LDi BS-IV 2013,First Owner,340000,https://droom.in/product/maruti-suzuki-swift-dzire-ldi-bs-iv-2013-5e9edf9f3680adc2068b4568
Diesel,52000 ,Dirba,Maruti Suzuki Swift Dzire LDi BS-IV 2015,First Owner,410000,https://droom.in/product/maruti-suzuki-swift-dzire-ldi-bs-iv-2015-5e9edeafab6e4b58078b4570
Diesel,41000 ,Dirba,Maruti Suzuki Swift DZire LDi Opt 2016,First Owner,460000,https://droom.in/product/maruti-suzuki-swift-dzire-ldi-opt-2016-5e9edcd6e5714b58068b456b
Petrol,40000 ,Ghaziabad,Ford EcoSport Titanium 1.5L Ti-VCT AT 2015,First Owner,750000,https://droom.in/product/ford-ecosport-titanium-15l-ti-vct-at-2015-5e9eae0a2f80ad89088b4579
Diesel,25000 ,Ghaziabad,Hyundai Creta 1.6 SX Diesel 2018,First Owner,1075000,https://droom.in/product/hyundai-creta-16-sx-diesel-2018-5e884f13ac6e4b12088b4569
Diesel,70000 ,Kolkata,Toyota Innova 2.5 GX 8 STR BS IV 2014,First Owner,950000,https://droom.in/product/toyota-innova-25-gx-8-str-bs-iv-2014-5e85e362cff3aca2068b4571
Diesel,96000 ,Mumbai,Volkswagen Jetta 2.0L TDI Highline 2009,First Owner,375000,https://droom.in/product/volkswagen-jetta-20l-tdi-highline-2009-5eb64fe3ae6e4bd0078b456e
Petrol + Lpg,75000 ,Mumbai,Maruti Suzuki Wagon R Duo LXI LPG 2007,Fourth Owner Or More,81000,https://droom.in/product/maruti-suzuki-wagon-r-duo-lxi-lpg-2007-5eb64f6cae6e4ba6078b456c
Petrol,46000 ,Kolkata,Honda City V i-VTEC 2015,First Owner,550000,https://droom.in/product/honda-city-v-i-vtec-2015-5e846cb2cc865d8a068b4588
Diesel,17000 ,Gurgaon,Renault Duster 110 PS RXZ 2018,First Owner,800000,https://droom.in/product/renault-duster-110-ps-rxz-2018-5e82eedc86865d8a068b458d
Diesel,16597 ,Delhi,Hyundai Verna 1.6 CRDi SX (O) 2018,First Owner,1050000,https://droom.in/product/hyundai-verna-16-crdi-sx-o-2018-5e79eb49a38a5dc17632462d
Diesel,49928 ,Ahmedabad,Toyota Fortuner 2.8 4x4 AT 2018,First Owner,2851000,https://droom.in/product/toyota-fortuner-28-4x4-at-2018-5e79cd0e1481ad96068b4568
Diesel,75000 ,Gurgaon,Mahindra XUV500 W8 2016,First Owner,845000,https://droom.in/product/mahindra-xuv500-w8-2016-5e7711bc27875db4068b456c
Petrol,50935 ,Delhi,Maruti Suzuki Zen Estilo LXi 2008,First Owner,112000,https://droom.in/product/maruti-suzuki-zen-estilo-lxi-2008-5e770d702ff4ac88068b4568
Petrol,37000 ,Mumbai,Volkswagen Passat 1.8L TSI 2010,First Owner,415000,https://droom.in/product/volkswagen-passat-18l-tsi-2010-5e7618aca38a5d806138a87a
Petrol,54869 ,Delhi,Volkswagen Vento 1.6L Highline 2013,First Owner,375000,https://droom.in/product/volkswagen-vento-16l-highline-2013-5e75c5a3c06d4b83068b457d
Diesel,78000 ,Bangalore,Renault Lodgy 110 PS RXZ 7 STR 2015,First Owner,520000,https://droom.in/product/renault-lodgy-110-ps-rxz-7-str-2015-5e75a823ed865df0074cd9f5
Diesel,38000 ,Delhi,Honda Mobilio S i-DTEC 2014,First Owner,450000,https://droom.in/product/honda-mobilio-s-i-dtec-2014-5e747a3b676e4b80094d33d9
Diesel,80000 ,Delhi,Mahindra Scorpio VLX 4WD AT BS IV 2011,First Owner,475000,https://droom.in/product/mahindra-scorpio-vlx-4wd-at-bs-iv-2011-5e709e96d5f4ac9c068b459c
Diesel,70000 ,Delhi,Toyota Fortuner 3.0 4X2 AT 2015,First Owner,1850000,https://droom.in/product/toyota-fortuner-30-4x2-at-2015-5e6b7749e0714b1c078b458f
Diesel,79000 ,Delhi,Honda City VX (O) MT Diesel 2015,First Owner,675000,https://droom.in/product/honda-city-vx-o-mt-diesel-2015-5e6b6cf1b980adc7068b45c2
Petrol,31300 ,Gurgaon,Hyundai Elite i20 Magna 1.2 2015,First Owner,489000,https://droom.in/product/hyundai-elite-i20-magna-12-2015-5f055b49daa74c525f1eb5fb
Petrol,31205 ,Gurgaon,Hyundai Eon D-Lite 2013,First Owner,235000,https://droom.in/product/hyundai-eon-d-lite-2013-5f055950c16d4b960f1eb5f3
Petrol,58768 ,Delhi,Hyundai i20 Sportz 1.2 (O) 2010,First Owner,240000,https://droom.in/product/hyundai-i20-sportz-12-o-2010-5e5cdaed438a5db7068b456c
Diesel,59000 ,Ahmedabad,Hyundai Grand i10 Sportz 1.1 CRDi 2017,First Owner,455000,https://droom.in/product/hyundai-grand-i10-sportz-11-crdi-2017-5e5a340f836d4b0508fa015f
Diesel,42000 ,Ahmedabad,Hyundai Elite i20 Asta 1.4 CRDi Opt 2018,First Owner,790000,https://droom.in/product/hyundai-elite-i20-asta-14-crdi-opt-2018-5e5a279df4f3ac8c0bef27fd
Diesel,117956 ,Gurgaon,Nissan Terrano XL Plus 85 PS 2015,First Owner,525000,https://droom.in/product/nissan-terrano-xl-plus-85-ps-2015-5e57b5c8026e4bd5623b8c78
Diesel,79000 ,Delhi,Mahindra Quanto C4 2013,First Owner,271000,https://droom.in/product/mahindra-quanto-c4-2013-5e53d119b580ad0e098b45b1
Diesel,49730 ,Delhi,Honda City SV i-DTEC 2014,First Owner,525000,https://droom.in/product/honda-city-sv-i-dtec-2014-5e50c84a056e4ba60dfec1cd
Diesel,68574 ,Delhi,Renault Duster 85PS Diesel RxL Optional with Nav 2015,First Owner,550000,https://droom.in/product/renault-duster-85ps-diesel-rxl-optional-with-nav-2015-5e4fe659b7f4ac822a66630d
Diesel,100000 ,Ahmedabad,Mercedes-Benz M-Class ML 350 CDI 4Matic 2010,First Owner,1373790,https://droom.in/product/mercedes-benz-m-class-ml-350-cdi-4matic-2010-5ed34f7ec76d4b495792248a
Petrol,61000 ,Jodhpur,Honda City 1.5 E MT i-VTEC 2016,First Owner,520000,https://droom.in/product/honda-city-15-e-mt-i-vtec-2016-5f192b62276e4b79078b456a
Diesel,45000 ,Mumbai,Audi Q3 35 TDI Quattro 2016,First Owner,2185123,https://droom.in/product/audi-q3-35-tdi-quattro-2016-5ed340c140865d24078b4571
Petrol,65000 ,Jaipur,Maruti Suzuki ALTO 800 LXi 2014,First Owner,155000,https://droom.in/product/maruti-suzuki-alto-800-lxi-2014-5e708efec06d4bae068b4573
Diesel,54000 ,Delhi,Mercedes-Benz E-Class 220 CDI AT 2013,Second Owner,1350000,https://droom.in/product/mercedes-benz-e-class-220-cdi-at-2013-5e6e0a0e658a5d5301d97833
Diesel,34000 ,24 Pargana,Tata Manza Aura Quadrajet BS-IV 2011,First Owner,125000,https://droom.in/product/tata-manza-aura-quadrajet-bs-iv-2011-5e46665a9bf4ac8c068b456f
Petrol,90955 ,Mumbai,Nissan Teana 230JM 2009,Second Owner,200000,https://droom.in/product/nissan-teana-230jm-2009-5e4257e5e0714bbb0711f6f6
Diesel,63500 ,Delhi,Hyundai Elantra 1.6 SX (O) AT 2014,Second Owner,625000,https://droom.in/product/hyundai-elantra-16-sx-o-at-2014-5e3026ce3580ad7407c2140d
Diesel,85000 ,Gurgaon,Mahindra Scorpio VLX 2WD 2013,Second Owner,450000,https://droom.in/product/mahindra-scorpio-vlx-2wd-2013-5efebeb7a26d4b90076091a4
Petrol,48000 ,Mumbai,Maruti Suzuki Swift DZire VXi 2011,Second Owner,295000,https://droom.in/product/maruti-suzuki-swift-dzire-vxi-2011-5f0ff0dd3e81ad870a8b457b
Petrol,51200 ,Mumbai,Honda Brio S MT 2013,First Owner,325000,https://droom.in/product/honda-brio-s-mt-2013-5eeb085ba06d4bc2068b4569
Petrol,45000 ,Pune,Skoda Fabia AMBIENTE 1.2 MPI 2010,Second Owner,199000,https://droom.in/product/skoda-fabia-ambiente-12-mpi-2010-5eeaf727aa8a5d9909d3edb9
Petrol,56000 ,Pune,Skoda Fabia ELEGANCE 1.2 MPI 2010,Second Owner,215000,https://droom.in/product/skoda-fabia-elegance-12-mpi-2010-5eeaf634aa8a5dad09d3edc3
Petrol,28000 ,Delhi,Toyota Corolla Altis 1.8 VL 2017,First Owner,1650000,https://droom.in/product/toyota-corolla-altis-18-vl-2017-5eea01d7ac6e4bc6068b4567
Diesel,48000 ,Delhi,Hyundai Elite i20 Magna 1.4 CRDi 2015,First Owner,490000,https://droom.in/product/hyundai-elite-i20-magna-14-crdi-2015-5ee9fcce47865d57098b4568
Diesel,70000 ,Delhi,Maruti Suzuki Swift VDi 2013,First Owner,362000,https://droom.in/product/maruti-suzuki-swift-vdi-2013-5ee9f9923581adb5088b456d
Diesel,41000 ,Kolkata,Maruti Suzuki Swift VDi 2013,First Owner,310000,https://droom.in/product/maruti-suzuki-swift-vdi-2013-5ee8aa1e408a5d12098b4567
Petrol,44000 ,Kolkata,Volkswagen Polo Comfortline 1.2L (P) 2015,First Owner,380000,https://droom.in/product/volkswagen-polo-comfortline-12l-p-2015-5ee8a8d3daa74cc67a7f8c14
Petrol,63527 ,Delhi,Honda Accord 2.4 i-VTEC MT 2011,First Owner,425000,https://droom.in/product/honda-accord-24-i-vtec-mt-2011-5f0952ebf880ad3311820b7f
Petrol,71518 ,Delhi,Toyota Corolla Altis 1.8 VL AT 2012,Second Owner,550000,https://droom.in/product/toyota-corolla-altis-18-vl-at-2012-5f093e01f880ad680b820c0f
Diesel,94232 ,Ghaziabad,Hyundai Xcent S 1.1 CRDi 2015,First Owner,375000,https://droom.in/product/hyundai-xcent-s-11-crdi-2015-5f085b443f865d0c0c8b4583
Diesel,64000 ,Ghaziabad,Tata Tiago Revotorq XT 2016,First Owner,375000,https://droom.in/product/tata-tiago-revotorq-xt-2016-5f085b42b380ada3088b4646
Petrol,8030 ,Ghaziabad,Hyundai i20 SPORTZ 1.2 BS IV 2016,First Owner,565000,https://droom.in/product/hyundai-i20-sportz-12-bs-iv-2016-5f0852c360f4ceb00b8b4571
Diesel,29000 ,Mumbai,Maruti Suzuki Baleno Sigma 1.3 2017,First Owner,640000,https://droom.in/product/maruti-suzuki-baleno-sigma-13-2017-5f08424060f4ce0b0a8b45a8
Petrol,10999 ,Delhi,Maruti Suzuki Wagon R VXi AMT 2017,First Owner,411000,https://droom.in/product/maruti-suzuki-wagon-r-vxi-amt-2017-5f083b0ab380ad2d088b456f
Petrol,40000 ,Delhi,Honda City 1.5 S MT 2011,First Owner,385000,https://droom.in/product/honda-city-15-s-mt-2011-5f083a6ddaa74c04647d00b9
Petrol,54383 ,Bangalore,Honda CR-V 2.4L 4WD AT 2015,First Owner,1499000,https://droom.in/product/honda-cr-v-24l-4wd-at-2015-5f0714acab865dd90d8b456f
Petrol,42000 ,Delhi,Maruti Suzuki Ciaz Zxi 2017,First Owner,690000,https://droom.in/product/maruti-suzuki-ciaz-zxi-2017-5f07051ed8f4ac4a078b45ce
Diesel,66000 ,Delhi,Skoda Superb Elegance 2.0 TDI CR AT 2014,First Owner,999999,https://droom.in/product/skoda-superb-elegance-20-tdi-cr-at-2014-5f070148ab865d110c8b457a
Diesel,14400 ,Delhi,Honda Amaze 1.5 S i-DTEC 2019,First Owner,725000,https://droom.in/product/honda-amaze-15-s-i-dtec-2019-5f0701423e81adb10a8b457e
Petrol,65983 ,Bangalore,Honda Brio S MT 2014,First Owner,399000,https://droom.in/product/honda-brio-s-mt-2014-5f06f894f6f3ac26078b4615
Petrol,36000 ,Gurgaon,Maruti Suzuki Ciaz Delta 1.4 MT 2018,First Owner,760000,https://droom.in/product/maruti-suzuki-ciaz-delta-14-mt-2018-5f06c59dab865d1c078b4578
Petrol,51000 ,Gurgaon,Renault KWID RXT 2017,First Owner,275000,https://droom.in/product/renault-kwid-rxt-2017-5f06b604daa74c815934af0d
Diesel,71000 ,Delhi,Renault Duster 110 PS RXL 2012,Second Owner,375000,https://droom.in/product/renault-duster-110-ps-rxl-2012-5f06b5e3dcf4ac04078b4567
Diesel,72500 ,Gurgaon,Renault Pulse RXL DIESEL 2012,First Owner,210000,https://droom.in/product/renault-pulse-rxl-diesel-2012-5f06b5dfdcf4ac94068b4587
Diesel,73000 ,Gurgaon,Chevrolet Cruze LT 2011,First Owner,280000,https://droom.in/product/chevrolet-cruze-lt-2011-5f06b5dfab865d88068b4569
Diesel,71300 ,Gurgaon,Nissan Terrano XL D 2015,First Owner,485000,https://droom.in/product/nissan-terrano-xl-d-2015-5f06b5dcab865d80068b456b
Petrol + Cng,27000 ,Gurgaon,Maruti Suzuki Eeco 5 STR With A/C+HTR CNG 2016,First Owner,290000,https://droom.in/product/maruti-suzuki-eeco-5-str-with-achtr-cng-2016-5f06b5d867865d780f34af3d
Diesel,93000 ,Bangalore,Mahindra Scorpio 2.6 SLX 2006,Second Owner,275000,https://droom.in/product/mahindra-scorpio-26-slx-2006-5f05bc1ddaa74c0e0e1eb5c9
Diesel,45087 ,Mumbai,Mahindra KUV100 K8 D 5 STR 2017,First Owner,475000,https://droom.in/product/mahindra-kuv100-k8-d-5-str-2017-5f05ac2e1b81ad9a078b459b
Petrol,92000 ,Delhi,Ford EcoSport Titanium 1.5L Ti-VCT 2013,First Owner,450000,https://droom.in/product/ford-ecosport-titanium-15l-ti-vct-2013-5f05a103cb8a5dc5068b4570
Petrol,29000 ,Kolkata,Maruti Suzuki Swift VXi 2016,First Owner,389000,https://droom.in/product/maruti-suzuki-swift-vxi-2016-5f058c1417f4ac41078b4575
Diesel,55309 ,Mumbai,Maruti Suzuki Ertiga VDi 2013,Second Owner,550000,https://droom.in/product/maruti-suzuki-ertiga-vdi-2013-5f05880917f4ac44078b4572
Petrol,31000 ,Mumbai,Honda City VX CVT 2016,First Owner,845000,https://droom.in/product/honda-city-vx-cvt-2016-5f0c3a639980ad820bdcee51
Diesel,49000 ,Mumbai,Skoda Rapid 1.5 TDI CR AMBITION ALLOY AT 2015,First Owner,690000,https://droom.in/product/skoda-rapid-15-tdi-cr-ambition-alloy-at-2015-5f0c39c5daa74c612f33c0d3
Petrol,45000 ,Delhi,Honda Amaze 1.2 S AT i-VTEC 2014,First Owner,425000,https://droom.in/product/honda-amaze-12-s-at-i-vtec-2014-5f0c357ddaa74c743133c0bf
Petrol,60000 ,Delhi,Volkswagen Polo Trendline 1.2L (P) 2011,First Owner,221000,https://droom.in/product/volkswagen-polo-trendline-12l-p-2011-5f0c355d40865d8d144881cd
Diesel,45000 ,Delhi,Mahindra Scorpio S10 2016,First Owner,1099000,https://droom.in/product/mahindra-scorpio-s10-2016-5f0c35559980ad2b0cdcee2e
Petrol,35048 ,Mumbai,Maruti Suzuki Ertiga VXi AT 2016,First Owner,795000,https://droom.in/product/maruti-suzuki-ertiga-vxi-at-2016-5f0c31bfdaa74c773033c0d1
Diesel,70506 ,Mumbai,Nissan Sunny XL DIESEL 2012,First Owner,355000,https://droom.in/product/nissan-sunny-xl-diesel-2012-5f0c2f40c9865dde068b4571
Diesel,95000 ,Delhi,Toyota Fortuner 3.0 4X2 AT 2013,First Owner,1450000,https://droom.in/product/toyota-fortuner-30-4x2-at-2013-5ed7d9c9df6d4ba2068b4567
Petrol,48000 ,Delhi,Maruti Suzuki Eeco 5 STR With A/C+HTR 2011,First Owner,225000,https://droom.in/product/maruti-suzuki-eeco-5-str-with-achtr-2011-5ed7d6ef828a5d99068b4571
