fuel,km_drove,location,model,owner,price,url
Diesel,8500 ,Mumbai,Mercedes-Benz A-Class A 200 CDI 2015,First Owner,1950000,https://droom.in/product/mercedes-benz-a-class-a-200-cdi-2015-5f2d43ad466e4b5609b717f0
Diesel,29758 ,Delhi,Maruti Suzuki Vitara Brezza ZDi Plus 2018,First Owner,922000,https://droom.in/product/maruti-suzuki-vitara-brezza-zdi-plus-2018-5f29275378f4aca7068b456a
Diesel,18000 ,Mumbai,Audi A4 35 TDI Premium 2016,First Owner,2625000,https://droom.in/product/audi-a4-35-tdi-premium-2016-5f28b2493b81adb907e28ba3
Diesel,32759 ,Delhi,Ford Endeavour Titanium 2.2 4x2 AT 2018,First Owner,2640000,https://droom.in/product/ford-endeavour-titanium-22-4x2-at-2018-5f29373710f4ac9c068b457d
Petrol,34276 ,Hyderabad,Honda Jazz V CVT i-VTEC 2018,First Owner,1100000,https://droom.in/product/honda-jazz-v-cvt-i-vtec-2018-5e5cf2e58a6e4ba80a6a730b
Diesel,54000 ,Delhi,BMW 5 Series 530D M SPORT 2014,First Owner,3200000,https://droom.in/product/bmw-5-series-530d-m-sport-2014-5f2d244654f4ac7e0a92904e
Petrol,65000 ,Delhi,Maruti Suzuki Swift DZire VXi 2011,First Owner,358900,https://droom.in/product/maruti-suzuki-swift-dzire-vxi-2011-5f2d212906724b547acca167
Petrol + Cng,68000 ,Delhi,Maruti Suzuki Alto 800 LXi CNG 2013,First Owner,257000,https://droom.in/product/maruti-suzuki-alto-800-lxi-cng-2013-5f2d2009828a5d0008d9fcba
Petrol,58000 ,Delhi,Maruti Suzuki ALTO 800 LXi 2013,First Owner,232000,https://droom.in/product/maruti-suzuki-alto-800-lxi-2013-5f2d1e7a54f4ac6b0a929055
Petrol,68000 ,Delhi,Honda City SV 2015,First Owner,650000,https://droom.in/product/honda-city-sv-2015-5f2d0df4c6865d840767a973
Diesel,18540 ,Mumbai,Audi Q3 35 TDI Quattro 2016,First Owner,4000000,https://droom.in/product/audi-q3-35-tdi-quattro-2016-5f28ce4806724bef16088d0f
Petrol,117000 ,Delhi,Maruti Suzuki Wagon R LXi Minor 2006,First Owner,76000,https://droom.in/product/maruti-suzuki-wagon-r-lxi-minor-2006-5f27218c478a5dcf07cda981
Diesel,120500 ,Chennai,Ford EcoSport Titanium 1.5L TDCi 2014,First Owner,500000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2014-5f22ca7cc873834a0e8b46b7
Diesel,39000 ,Chittorgarh,FORCE Gurkha Hard Top 4WD 2015,First Owner,700000,https://droom.in/product/force-gurkha-hard-top-4wd-2015-5f327a4d06724b7c3ec2520c
Diesel,87000 ,Hyderabad,Toyota Innova 2.5 GX 7 STR BS IV 2015,First Owner,1075000,https://droom.in/product/toyota-innova-25-gx-7-str-bs-iv-2015-5f328f947e6d4bef068b4574
Diesel,73000 ,Panvel,BMW 3 Series 320D PRESTIGE 2015,First Owner,2200000,https://droom.in/product/bmw-3-series-320d-prestige-2015-5f327a04a18a5d88078b4570
Diesel,110000 ,Bangalore,Mahindra Xylo E4 BS III 2010,Third Owner,325000,https://droom.in/product/mahindra-xylo-e4-bs-iii-2010-5f323bbe7180addd070cd1e9
Diesel,65000 ,Bangalore,Maruti Suzuki Swift VDi 2013,Second Owner,445000,https://droom.in/product/maruti-suzuki-swift-vdi-2013-5f323bc169865df30adcf53d
Petrol,58000 ,Bangalore,Hyundai i10 Magna 1.2 2011,First Owner,285000,https://droom.in/product/hyundai-i10-magna-12-2011-5f323b8e646e4b170842332c
Petrol,65000 ,Bangalore,Hyundai i10 Magna 1.2 2010,Third Owner,240000,https://droom.in/product/hyundai-i10-magna-12-2010-5f323b927180adc7070cd1eb
Petrol,12000 ,Jodhpur,Mini Cooper S 2016,First Owner,2500000,https://droom.in/product/mini-cooper-s-2016-5f32138c06724ba91bc251f4
Diesel,85000 ,Hyderabad,Volkswagen Ameo Highline 1.5L AT (D) 2017,First Owner,610000,https://droom.in/product/volkswagen-ameo-highline-15l-at-d-2017-5f32c0ede38a5dd3068b457d
Diesel,53000 ,Chennai,Ford EcoSport Titanium 1.5L TDCi 2018,First Owner,865000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2018-5f22ca6bc873834a0e8b469b
Diesel,36000 ,Delhi,Ford EcoSport Titanium 1.5L TDCi 2017,First Owner,775000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2017-5f22ca09c873834a0e8b45f3
Diesel,49000 ,Chennai,Ford EcoSport Titanium 1.5L TDCi 2016,First Owner,690000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2016-5f22ca8bc873834a0e8b46d3
Diesel,135000 ,Bangalore,Toyota Innova 2.5 G 8 STR BS IV 2013,Second Owner,900000,https://droom.in/product/toyota-innova-25-g-8-str-bs-iv-2013-5f323b94646e4b450842332c
Diesel,54211 ,Mumbai,Mercedes-Benz GL 350 CDI Luxury 2014,First Owner,4000000,https://droom.in/product/mercedes-benz-gl-350-cdi-luxury-2014-5f27ec3478f4acd407900cde
Petrol,14327 ,Delhi,Maruti Suzuki XL6 Alpha AT Petrol 2019,First Owner,1250000,https://droom.in/product/maruti-suzuki-xl6-alpha-at-petrol-2019-5f2aa638e46d4b91068b45cd
Petrol,31000 ,Delhi,Hyundai Elite i20 Sportz 1.2 2017,First Owner,545000,https://droom.in/product/hyundai-elite-i20-sportz-12-2017-5f2b125d878a5d6a0a00ee54
Diesel,42000 ,Delhi,Maruti Suzuki Dzire VDi 2018,First Owner,670000,https://droom.in/product/maruti-suzuki-dzire-vdi-2018-5f2b0c0ce68a5dec0d269de5
Diesel,110000 ,Bangalore,Mahindra Xylo E4 BS III 2010,Third Owner,325000,https://droom.in/product/mahindra-xylo-e4-bs-iii-2010-5f323bbe7180addd070cd1e9
Diesel,65000 ,Bangalore,Maruti Suzuki Swift VDi 2013,Second Owner,445000,https://droom.in/product/maruti-suzuki-swift-vdi-2013-5f323bc169865df30adcf53d
Petrol,58000 ,Bangalore,Hyundai i10 Magna 1.2 2011,First Owner,285000,https://droom.in/product/hyundai-i10-magna-12-2011-5f323b8e646e4b170842332c
Petrol,65000 ,Bangalore,Hyundai i10 Magna 1.2 2010,Third Owner,240000,https://droom.in/product/hyundai-i10-magna-12-2010-5f323b927180adc7070cd1eb
Petrol,12000 ,Jodhpur,Mini Cooper S 2016,First Owner,2500000,https://droom.in/product/mini-cooper-s-2016-5f32138c06724ba91bc251f4
Diesel,85000 ,Hyderabad,Volkswagen Ameo Highline 1.5L AT (D) 2017,First Owner,610000,https://droom.in/product/volkswagen-ameo-highline-15l-at-d-2017-5f32c0ede38a5dd3068b457d
Diesel,53000 ,Chennai,Ford EcoSport Titanium 1.5L TDCi 2018,First Owner,865000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2018-5f22ca6bc873834a0e8b469b
Diesel,36000 ,Delhi,Ford EcoSport Titanium 1.5L TDCi 2017,First Owner,775000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2017-5f22ca09c873834a0e8b45f3
Diesel,49000 ,Chennai,Ford EcoSport Titanium 1.5L TDCi 2016,First Owner,690000,https://droom.in/product/ford-ecosport-titanium-15l-tdci-2016-5f22ca8bc873834a0e8b46d3
Petrol,21001 ,Bangalore,Honda WR-V VX Petrol 2017,First Owner,726696,https://droom.in/product/honda-wr-v-vx-petrol-2017-5f2d055d02865d170810953b
Diesel,30000 ,Chandigarh,Mahindra XUV500 W8 4X4 2014,First Owner,827505,https://droom.in/product/mahindra-xuv500-w8-4x4-2014-5f312341ca8a5d940da0e46e
Diesel,65000 ,Delhi,Mahindra Scorpio S4 Plus 2015,First Owner,610000,https://droom.in/product/mahindra-scorpio-s4-plus-2015-5f2969c506724b8235088d5f
Diesel,69000 ,Bangalore,Maruti Suzuki Swift DZire LDi 2010,First Owner,425000,https://droom.in/product/maruti-suzuki-swift-dzire-ldi-2010-5e7c2424d6f4aca5068b4568
Diesel,54211 ,Mumbai,Mercedes-Benz GL 350 CDI Luxury 2014,First Owner,4000000,https://droom.in/product/mercedes-benz-gl-350-cdi-luxury-2014-5f27ec3478f4acd407900cde
Diesel,64000 ,Mumbai,Chevrolet Enjoy 1.3 LTZ 7 STR 2014,First Owner,283575,https://droom.in/product/chevrolet-enjoy-13-ltz-7-str-2014-5f23de39a6865db0068b456e
Diesel,74000 ,Mumbai,Chevrolet Cruze LTZ AT 2011,Third Owner,287555,https://droom.in/product/chevrolet-cruze-ltz-at-2011-5f23db53c4714ba3087b1745
Petrol,77000 ,Delhi,Hyundai i10 1.1L iRDE Era Special Edition 2008,First Owner,134325,https://droom.in/product/hyundai-i10-11l-irde-era-special-edition-2008-5f23d66cc4714bc5068b4588
Petrol,60000 ,Delhi,Hyundai i20 Asta 1.2 2009,First Owner,174125,https://droom.in/product/hyundai-i20-asta-12-2009-5f23d5ea06724bf362cf9939
Petrol,18600 ,Bangalore,Honda BR-V V CVT Petrol 2016,First Owner,915000,https://droom.in/product/honda-br-v-v-cvt-petrol-2016-5c795c31e68a5d0e08300739
Petrol,80566 ,Delhi,Toyota Corolla Altis 1.8 G 2009,First Owner,600000,https://droom.in/product/toyota-corolla-altis-18-g-2009-5c6c1dbf456e4bff07762521
Diesel,56000 ,Ghaziabad,Audi Q5 3.0 TDI 2014,First Owner,3050000,https://droom.in/product/audi-q5-30-tdi-2014-5c701c08de714bde09e20ccf
Diesel,56000 ,Ghaziabad,Jaguar XF 2.2 Diesel Luxury 2015,First Owner,3160000,https://droom.in/product/jaguar-xf-22-diesel-luxury-2015-5c70d0569680adb30c94938a
Petrol,20000 ,Delhi,Toyota Fortuner 2.7 4x2 AT 2017,First Owner,2875000,https://droom.in/product/toyota-fortuner-27-4x2-at-2017-5c5e91633477cb8d58ae1f92
Diesel,65000 ,Mumbai,Toyota Fortuner 3.0 4x2 MT 2010,First Owner,1173700,https://droom.in/product/toyota-fortuner-30-4x2-mt-2010-5c719faee58a5def0f139612
Diesel,58963 ,Delhi,Audi Q3 2.0 TDI quattro Dynamic 2016,Fourth Owner Or More,1880000,https://droom.in/product/audi-q3-20-tdi-quattro-dynamic-2016-5c6fdc8e1681ad871aad4470
Diesel,31000 ,Dehradun,Ford Fiesta ZXI 1.4 TDCI ABS 2007,First Owner,370000,https://droom.in/product/ford-fiesta-zxi-14-tdci-abs-2007-5f1c466702724bc00c8b4577
Diesel,31652 ,Ludhiana,Maruti Suzuki Swift DZire VDi 2016,First Owner,675000,https://droom.in/product/maruti-suzuki-swift-dzire-vdi-2016-5f19cbab688a5d920b8b4567
Petrol,89000 ,Mumbai,Honda City S i-VTEC 2009,Second Owner,240000,https://droom.in/product/honda-city-s-i-vtec-2009-5f1ac56038f4acaf1163f65c
Diesel,48000 ,Thane,Maruti Suzuki Swift DZire VDi 2015,First Owner,575000,https://droom.in/product/maruti-suzuki-swift-dzire-vdi-2015-5f1fee471d81ad080a299806
Diesel,13000 ,Delhi,Maruti Suzuki Ertiga VDI Smart Hybrid 2018,Third Owner,900000,https://droom.in/product/maruti-suzuki-ertiga-vdi-smart-hybrid-2018-5f1c6919676e4b290c8b4567
Diesel,89000 ,Mumbai,Maruti Suzuki Swift DZire VDi 2011,First Owner,325000,https://droom.in/product/maruti-suzuki-swift-dzire-vdi-2011-5f1ac55f06724b300163f5e1
Petrol,80000 ,Delhi,Hyundai Xcent SX 2017,First Owner,435000,https://droom.in/product/hyundai-xcent-sx-2017-5f1dcdf9a4865d171075f425
Petrol,24000 ,Delhi,Hyundai Creta 1.6 SX Opt Petrol 2016,Second Owner,850000,https://droom.in/product/hyundai-creta-16-sx-opt-petrol-2016-5f285708408a5d96068b4585
Petrol,36000 ,Ghaziabad,BMW Z4 sDrive 35i 2011,First Owner,3330000,https://droom.in/product/bmw-z4-sdrive-35i-2011-5c70cd0456f4aca108dc0fbb
Diesel,61000 ,Aurangabad,Audi Q7 3.0 TDI 2013,First Owner,2438000,https://droom.in/product/audi-q7-30-tdi-2013-5f1f99a83f865dc90c6b0ab6
Diesel,67000 ,Aurangabad,Audi Q3 2.0 TDI Quattro Premium Plus 2013,First Owner,1770000,https://droom.in/product/audi-q3-20-tdi-quattro-premium-plus-2013-5f1f976501865d260e849206
Diesel,54000 ,Aurangabad,Audi A6 2.0 TDI 2014,First Owner,1970000,https://droom.in/product/audi-a6-20-tdi-2014-5f1f917f06724b50113e8b96
Diesel,39453 ,Ahmedabad,Audi A6 2.0 TDI TECHNOLOGY 2013,First Owner,2186979,https://droom.in/product/audi-a6-20-tdi-technology-2013-5f1f0a41016e4bb40a8b45ad
Diesel,64790 ,Ludhiana,Audi A6 2.0 TDI 2012,First Owner,1780000,https://droom.in/product/audi-a6-20-tdi-2012-5f294197a4865db7068b4580
Diesel,19805 ,Delhi,Maruti Suzuki S-Cross Delta 1.3 2019,First Owner,969000,https://droom.in/product/maruti-suzuki-s-cross-delta-13-2019-5f293f2806724b5736088d39
Petrol,52100 ,Mumbai,BMW 3 Series 330i M Sport 2020,First Owner,4400000,https://droom.in/product/bmw-3-series-330i-m-sport-2020-5f27f0f506724b3c49c293a9
Diesel,98500 ,Mumbai,Porsche Panamera s DIESEL 2013,Second Owner,4850000,https://droom.in/product/porsche-panamera-s-diesel-2013-5f27ef9f3280ad2308d4ad55
Diesel,21510 ,Mumbai,Land Rover Discovery Sport SE 2019,Second Owner,4000000,https://droom.in/product/land-rover-discovery-sport-se-2019-5f27daa1e5865dc70ce742ff
Diesel,64400 ,Ludhiana,Hyundai Creta 1.6 SX Diesel 2016,First Owner,1090000,https://droom.in/product/hyundai-creta-16-sx-diesel-2016-5f27d83e63f4cee508900caf
Diesel,60978 ,Ludhiana,Hyundai Creta 1.4 E+ Diesel 2019,First Owner,1190000,https://droom.in/product/hyundai-creta-14-e-diesel-2019-5f27d621056e4ba10ca2e691
Diesel,40170 ,Ludhiana,Hyundai Creta 1.6 SX Diesel 2016,First Owner,1080000,https://droom.in/product/hyundai-creta-16-sx-diesel-2016-5f27d4d73280ad7d068b4567
Diesel,30400 ,Ludhiana,Hyundai Creta 1.6 SX Diesel 2015,First Owner,740000,https://droom.in/product/hyundai-creta-16-sx-diesel-2015-5f2918dd06724b0027088d2b
Diesel,21000 ,Jalandhar,BMW 5 Series 520d 2014,First Owner,2417000,https://droom.in/product/bmw-5-series-520d-2014-5c56f8963477cb7c311a5048
Petrol,53000 ,Tinsukia,Hyundai i20 Sportz 1.2 2014,First Owner,350000,https://droom.in/product/hyundai-i20-sportz-12-2014-5f2ead0bc68a5d150b43ff08
Petrol,37000 ,Pune,Maruti Suzuki Wagon R VXi BS IV 2013,Second Owner,265000,https://droom.in/product/maruti-suzuki-wagon-r-vxi-bs-iv-2013-5f2e8257ff855d8b068b4568
Diesel,49900 ,Ahmedabad,Jaguar XJ 3.0L DIESEL 2011,Second Owner,2500000,https://droom.in/product/jaguar-xj-30l-diesel-2011-5f1e714623724bad08406795
Petrol,51000 ,Gurgaon,Maruti Suzuki Swift VXi 2013,Second Owner,330000,https://droom.in/product/maruti-suzuki-swift-vxi-2013-5f2e4916bd714bfa0b648837
Diesel,18000 ,Delhi,Audi Q5 40 TDI Premium Plus 2020,First Owner,5172000,https://droom.in/product/audi-q5-40-tdi-premium-plus-2020-5f1f34243f865d13086b0a9e
Diesel,34321 ,Nagpur,Mercedes-Benz GLA 200 CDI Sport 2016,First Owner,2130000,https://droom.in/product/mercedes-benz-gla-200-cdi-sport-2016-5f215194d780adfc0f8b4567
Diesel,45800 ,Mumbai,Volvo XC60 D5 Inscription 2018,First Owner,4000000,https://droom.in/product/volvo-xc60-d5-inscription-2018-5f27c9dae78a5d300cdd4b10
Petrol,69000 ,Jodhpur,Honda City 1.5 V MT 2015,First Owner,600000,https://droom.in/product/honda-city-15-v-mt-2015-5f2d32b2c6865d260967a980
Diesel,42000 ,Jodhpur,BMW 3 Series 320d Edition Sport 2018,First Owner,3300000,https://droom.in/product/bmw-3-series-320d-edition-sport-2018-5f2cff82e68a5dad068b4569
Diesel,17321 ,Delhi,Maruti Suzuki S-Cross Delta 1.3 2019,First Owner,975000,https://droom.in/product/maruti-suzuki-s-cross-delta-13-2019-5f2a843706724b70072cc192
Petrol,16854 ,Delhi,Maruti Suzuki Baleno Delta 1.2 2019,First Owner,595000,https://droom.in/product/maruti-suzuki-baleno-delta-12-2019-5f2a826a62724bac068b45bd
Diesel,20755 ,Delhi,Maruti Suzuki Vitara Brezza ZDi AGS 2019,First Owner,925000,https://droom.in/product/maruti-suzuki-vitara-brezza-zdi-ags-2019-5f2ab18a73f4acb3068b45c9
Diesel,20327 ,Delhi,BMW X1 sDrive20d xLine 2019,First Owner,3825000,https://droom.in/product/bmw-x1-sdrive20d-xline-2019-5f2aafcee68a5da5068b45d9
Diesel,45000 ,Pune,Hyundai Creta 1.6 SX+ Diesel 2015,First Owner,850000,https://droom.in/product/hyundai-creta-16-sx-diesel-2015-5f293553a4865d81078b456b
Diesel,32700 ,Ludhiana,Toyota Innova Crysta 2.8 ZX AT 7 STR 2017,First Owner,2260000,https://droom.in/product/toyota-innova-crysta-28-zx-at-7-str-2017-5f29156306724b4218088d4d
Petrol,35000 ,Mumbai,Jeep Compass Limited Plus 1.4 Petrol AT 2018,First Owner,1750000,https://droom.in/product/jeep-compass-limited-plus-14-petrol-at-2018-5f2fa9efa9865dd209054100
Diesel,31000 ,Jalandhar,Toyota Fortuner 2.8 4x2 AT 2018,First Owner,2900000,https://droom.in/product/toyota-fortuner-28-4x2-at-2018-5f2a5d14baf4accb068b45a3
Diesel,9800 ,Jaipur,Mercedes-Benz C-Class C 220 CDI Style 2016,First Owner,2850000,https://droom.in/product/mercedes-benz-c-class-c-220-cdi-style-2016-5f2a0e6706724bd0742cc12f
Diesel,45000 ,Patiala,Hyundai Elite i20 Sportz 1.4 CRDi 2013,First Owner,435000,https://droom.in/product/hyundai-elite-i20-sportz-14-crdi-2013-5f2f58c9f680ad7409a5116d
Diesel,88000 ,Delhi,BMW X1 sDrive20d xline 2014,First Owner,1830000,https://droom.in/product/bmw-x1-sdrive20d-xline-2014-5f27171061865d0c0c7cb196
Diesel,159000 ,Bangalore,Toyota Innova 2.5 G4 7 STR 2011,Second Owner,875000,https://droom.in/product/toyota-innova-25-g4-7-str-2011-5f2869aa408a5d9109fec720
Diesel,65000 ,Mumbai,Toyota Fortuner 3.0 4x2 MT 2010,First Owner,1173700,https://droom.in/product/toyota-fortuner-30-4x2-mt-2010-5c719faee58a5def0f139612
Diesel,61000 ,Aurangabad,Audi Q7 3.0 TDI 2013,First Owner,2438000,https://droom.in/product/audi-q7-30-tdi-2013-5f1f99a83f865dc90c6b0ab6
Diesel,67000 ,Aurangabad,Audi Q3 2.0 TDI Quattro Premium Plus 2013,First Owner,1770000,https://droom.in/product/audi-q3-20-tdi-quattro-premium-plus-2013-5f1f976501865d260e849206
Diesel,54000 ,Aurangabad,Audi A6 2.0 TDI 2014,First Owner,1970000,https://droom.in/product/audi-a6-20-tdi-2014-5f1f917f06724b50113e8b96
Diesel,48000 ,Thane,Maruti Suzuki Swift DZire VDi 2015,First Owner,575000,https://droom.in/product/maruti-suzuki-swift-dzire-vdi-2015-5f1fee471d81ad080a299806
Petrol,89000 ,Mumbai,Honda City S i-VTEC 2009,Second Owner,240000,https://droom.in/product/honda-city-s-i-vtec-2009-5f1ac56038f4acaf1163f65c
Diesel,13000 ,Delhi,Maruti Suzuki Ertiga VDI Smart Hybrid 2018,Third Owner,900000,https://droom.in/product/maruti-suzuki-ertiga-vdi-smart-hybrid-2018-5f1c6919676e4b290c8b4567
Diesel,89000 ,Mumbai,Maruti Suzuki Swift DZire VDi 2011,First Owner,325000,https://droom.in/product/maruti-suzuki-swift-dzire-vdi-2011-5f1ac55f06724b300163f5e1
Petrol,80000 ,Delhi,Hyundai Xcent SX 2017,First Owner,435000,https://droom.in/product/hyundai-xcent-sx-2017-5f1dcdf9a4865d171075f425
Petrol,37000 ,Pune,Maruti Suzuki Wagon R VXi BS IV 2013,Second Owner,265000,https://droom.in/product/maruti-suzuki-wagon-r-vxi-bs-iv-2013-5f2e8257ff855d8b068b4568
Petrol,51000 ,Gurgaon,Maruti Suzuki Swift VXi 2013,Second Owner,330000,https://droom.in/product/maruti-suzuki-swift-vxi-2013-5f2e4916bd714bfa0b648837
Petrol,53000 ,Tinsukia,Hyundai i20 Sportz 1.2 2014,First Owner,350000,https://droom.in/product/hyundai-i20-sportz-12-2014-5f2ead0bc68a5d150b43ff08
Diesel,78536 ,Ludhiana,BMW 5 Series 520d 2012,First Owner,2290000,https://droom.in/product/bmw-5-series-520d-2012-5f29509fcc865da1068b4590
Diesel,95360 ,Ludhiana,Jaguar XF Portfolio Diesel 2012,First Owner,3280000,https://droom.in/product/jaguar-xf-portfolio-diesel-2012-5f294f1a10f4acc4068b4592
Diesel,86470 ,Ludhiana,BMW 3 Series 320d 2007,First Owner,1280000,https://droom.in/product/bmw-3-series-320d-2007-5f294b17cc865da7068b4588
Diesel,75980 ,Ludhiana,BMW 5 Series 520d 2010,First Owner,1890000,https://droom.in/product/bmw-5-series-520d-2010-5f2949d7036e4bc7078b4582
Diesel,47151 ,Ludhiana,Audi A6 2.0 TDI 2014,First Owner,2390000,https://droom.in/product/audi-a6-20-tdi-2014-5f29468f838a5d8d068b458a
Diesel,65287 ,Ludhiana,Audi A6 2.0 TDI 2012,First Owner,1790000,https://droom.in/product/audi-a6-20-tdi-2012-5f29442f10f4ac97078b457a
Diesel,74301 ,Ludhiana,Audi Q3 2.0 TDI 2014,First Owner,1860000,https://droom.in/product/audi-q3-20-tdi-2014-5f294381838a5db9068b4596
Diesel,64790 ,Ludhiana,Audi A6 2.0 TDI 2012,First Owner,1780000,https://droom.in/product/audi-a6-20-tdi-2012-5f294197a4865db7068b4580
Diesel,19805 ,Delhi,Maruti Suzuki S-Cross Delta 1.3 2019,First Owner,969000,https://droom.in/product/maruti-suzuki-s-cross-delta-13-2019-5f293f2806724b5736088d39
Petrol,52100 ,Mumbai,BMW 3 Series 330i M Sport 2020,First Owner,4400000,https://droom.in/product/bmw-3-series-330i-m-sport-2020-5f27f0f506724b3c49c293a9
Diesel,98500 ,Mumbai,Porsche Panamera s DIESEL 2013,Second Owner,4850000,https://droom.in/product/porsche-panamera-s-diesel-2013-5f27ef9f3280ad2308d4ad55
Diesel,21510 ,Mumbai,Land Rover Discovery Sport SE 2019,Second Owner,4000000,https://droom.in/product/land-rover-discovery-sport-se-2019-5f27daa1e5865dc70ce742ff
Diesel,64400 ,Ludhiana,Hyundai Creta 1.6 SX Diesel 2016,First Owner,1090000,https://droom.in/product/hyundai-creta-16-sx-diesel-2016-5f27d83e63f4cee508900caf
Diesel,60978 ,Ludhiana,Hyundai Creta 1.4 E+ Diesel 2019,First Owner,1190000,https://droom.in/product/hyundai-creta-14-e-diesel-2019-5f27d621056e4ba10ca2e691
Diesel,40170 ,Ludhiana,Hyundai Creta 1.6 SX Diesel 2016,First Owner,1080000,https://droom.in/product/hyundai-creta-16-sx-diesel-2016-5f27d4d73280ad7d068b4567
Diesel,30400 ,Ludhiana,Hyundai Creta 1.6 SX Diesel 2015,First Owner,740000,https://droom.in/product/hyundai-creta-16-sx-diesel-2015-5f2918dd06724b0027088d2b
Diesel,175000 ,Junagadh,Chevrolet Optra Magnum LT 2.0 TCDi 2008,Third Owner,123500,https://droom.in/product/chevrolet-optra-magnum-lt-20-tcdi-2008-5f2dab4f06724b002a18e771
Diesel,70000 ,Delhi,Maruti Suzuki Swift VDi 2011,First Owner,230700,https://droom.in/product/maruti-suzuki-swift-vdi-2011-5f26f8dc01724b8e068b456b
Petrol,68000 ,Delhi,Honda Civic 1.8V AT SUN ROOF 2011,Second Owner,360000,https://droom.in/product/honda-civic-18v-at-sun-roof-2011-5f19cc4b06724b7221271d03
Petrol,20897 ,Delhi,Jaguar XE Prestige 2019,First Owner,3776000,https://droom.in/product/jaguar-xe-prestige-2019-5f2bdf72ad6e4b8b068b45c7
Petrol + Cng,68000 ,Delhi,Maruti Suzuki Wagon R LXi CNG 2013,First Owner,321900,https://droom.in/product/maruti-suzuki-wagon-r-lxi-cng-2013-5f2bde311a81adcf0c7b55de
Diesel,20967 ,Delhi,Maruti Suzuki Ertiga VDI Smart Hybrid 2019,First Owner,950000,https://droom.in/product/maruti-suzuki-ertiga-vdi-smart-hybrid-2019-5f2bdb12e16d4bb1068b458c
Diesel,31636 ,Delhi,Toyota Innova Crysta 2.4 ZX 7 STR 2018,First Owner,2145000,https://droom.in/product/toyota-innova-crysta-24-zx-7-str-2018-5f2bd96c1a81ad2e0c7b55df
Diesel,19057 ,Delhi,Toyota Innova Crysta 2.4 G Plus 7 STR 2019,First Owner,1605000,https://droom.in/product/toyota-innova-crysta-24-g-plus-7-str-2019-5f2bd68206724b050bb9995a
Petrol,13445 ,Delhi,Kia Seltos GTX Plus 1.4 Petrol 2019,First Owner,1589000,https://droom.in/product/kia-seltos-gtx-plus-14-petrol-2019-5f2bd4b51a81add50c7b55b6
Diesel,34000 ,Ludhiana,Toyota Etios VX D 2015,First Owner,730000,https://droom.in/product/toyota-etios-vx-d-2015-5f2bb8b01a81adee097b55df
Diesel,33258 ,Ludhiana,Maruti Suzuki Swift DZire ZDi 2015,First Owner,720000,https://droom.in/product/maruti-suzuki-swift-dzire-zdi-2015-5f2bb056d9f4acef073437cc
Diesel,30000 ,Ludhiana,Toyota Etios VX D 2015,First Owner,730000,https://droom.in/product/toyota-etios-vx-d-2015-5f2bab521a81ad1f0a7b55bb
Diesel,32500 ,Ludhiana,Toyota Etios VX D 2015,First Owner,720000,https://droom.in/product/toyota-etios-vx-d-2015-5f2baa2b1a81ad020b7b559f
Diesel,35284 ,Ludhiana,Toyota Etios VX D 2015,First Owner,730000,https://droom.in/product/toyota-etios-vx-d-2015-5f2ba7e61a81ad550b7b558e
Diesel,35280 ,Ludhiana,Maruti Suzuki Swift DZire ZDi 2015,First Owner,740000,https://droom.in/product/maruti-suzuki-swift-dzire-zdi-2015-5f2b9f6bccf3ac2308e064e4
Diesel,30012 ,Ludhiana,Maruti Suzuki Swift ZDi 2015,First Owner,650000,https://droom.in/product/maruti-suzuki-swift-zdi-2015-5f2b9be91a81ad1f0a7b559b
Diesel,30255 ,Ludhiana,Maruti Suzuki Swift ZDi 2015,First Owner,650000,https://droom.in/product/maruti-suzuki-swift-zdi-2015-5f2b997bccf3ac5108e064c4
Diesel,31580 ,Ludhiana,Maruti Suzuki Swift ZDi 2015,First Owner,650000,https://droom.in/product/maruti-suzuki-swift-zdi-2015-5f2b980ad380adde07c2fea7
Diesel,30000 ,Ludhiana,Maruti Suzuki Swift ZDi 2015,First Owner,650000,https://droom.in/product/maruti-suzuki-swift-zdi-2015-5f2b96bfd9f4acff0734379b
Diesel,35248 ,Ludhiana,Maruti Suzuki Swift ZDi 2015,First Owner,650000,https://droom.in/product/maruti-suzuki-swift-zdi-2015-5f2b938a61f4ce2c0afc2d50
Diesel,32548 ,Ludhiana,Honda Amaze 1.5 EX i-DTEC 2015,First Owner,550000,https://droom.in/product/honda-amaze-15-ex-i-dtec-2015-5f2b91fdccf3acfc068b4568
Diesel,29900 ,Ludhiana,Honda Amaze 1.5 E i-DTEC Opt 2015,First Owner,550000,https://droom.in/product/honda-amaze-15-e-i-dtec-opt-2015-5f2b905accf3aca6068b456c
Diesel,21000 ,Jaipur,Toyota Innova Crysta 2.4 G 8 STR 2017,First Owner,1500000,https://droom.in/product/toyota-innova-crysta-24-g-8-str-2017-5f2b4f3906724b914fb99952
Diesel,18200 ,Jaipur,Audi A3 35 TDI Premium 2014,First Owner,1650000,https://droom.in/product/audi-a3-35-tdi-premium-2014-5f2b4cdf7080ad89068b4569
